ip,up,upt,dn,dnt
66.163,6898,1375473002.541727,29909,1375473002.541727
72.32,2225,1375473002.541727,19996,1375473002.541727
96.46,695,1375473002.541727,528,1375473002.541727
173.25,91,1375473002.541727,0,-1
64.102,47813,1375473053.541415,622395,1375473575.541857
199.19,1589,1375473008.541411,42898,1375473014.541678
69.194,6903,1375475573.542747,3487,1375475573.542747
216.251,14781,1375473194.542098,5449,1375473194.542098
69.169,340,1375473017.541613,288,1375473017.541613
54.215,16522,1375475477.541354,7741,1375473011.541917
204.236,6624,1375473122.542053,389298,1375473122.542053
66.70,7367,1375475288.541557,4048,1375475288.541557
173.241,4985,1375473020.541431,18324,1375474553.541629
184.72,6216,1375475540.541796,6474,1375473905.542534
8.21,2244,1375474091.541366,4237,1375473890.542165
74.117,1976,1375475552.543502,4598,1375474970.541633
166.108,529,1375473041.541871,4745,1375473044.541332
69.89,1207,1375475426.54154,3741,1375475426.54154
208.91,3639,1375475075.54174,7264,1375475798.542549
72.167,1172,1375475354.541373,7846,1375475354.541373
121.54,59,1375473014.541678,0,-1
128.2,69317,1375475084.542014,7864,1375474793.541424
204.15,1574,1375475225.541328,3644,1375475225.541328
64.79,1238,1375475240.541341,1980,1375473581.54137
208.80,24714,1375474769.5418,676469,1375474769.5418
204.145,441,1375473821.543402,6021,1375473821.543402
83.169,341,1375473017.541613,414,1375475714.542927
54.213,18742,1375475276.541495,186630,1375475291.541325
216.120,1219,1375475060.541722,454,1375475060.541722
50.17,988,1375474973.542723,13839,1375473734.54321
54.246,458,1375475096.541409,1327,1375475096.541409
205.210,8892,1375475549.541329,4564,1375475549.541329
208.71,9717,1375475765.541829,36648,1375475765.541829
173.204,5858,1375473017.541613,8035,1375473017.541613
8.30,785,1375475804.542084,1118,1375475714.542927
74.121,1758,1375473998.54243,3782,1375473122.542053
54.244,7659,1375475768.542286,7831,1375475768.542286
64.191,1884,1375473017.541613,995,1375473872.541651
76.172,449,1375473023.541727,555,1375473020.541431
50.161,658,1375473020.541431,583,1375473020.541431
198.252,2146,1375473416.543216,9907,1375474667.543062
187.13,59,1375473710.541353,0,-1
207.211,432,1375473608.541368,1329,1375473608.541368
173.231,841,1375474622.541565,2482,1375474622.541565
202.55,115,1375473023.541727,81,1375473023.541727
74.119,5204,1375473386.542219,8938,1375473038.541785
110.76,5288,1375473374.541892,162830,1375473374.541892
46.163,12732,1375473596.541952,77318,1375473545.541353
95.211,23469,1375475690.541332,49040,1375475684.542197
198.153,892,1375473071.542185,534,1375473047.542116
178.77,539,1375473437.5415,303,1375473437.5415
216.146,208,1375475324.541326,215,1375475324.541326
37.252,631,1375473035.542392,6614,1375473038.541785
1.201,696,1375473338.542571,5002,1375473338.542571
192.33,525,1375474799.541406,3173,1375474799.541406
208.101,786,1375473035.542392,5346,1375473035.542392
1.23,113441,1375473608.541368,30700,1375473236.541725
207.38,7153,1375475444.541367,11815,1375475837.54134
67.217,5475,1375475606.542623,2730,1375475606.542623
205.209,768,1375473035.542392,802,1375475717.541345
50.31,1584,1375474586.54146,2593,1375475765.541829
64.124,4711,1375473617.541404,1658,1375473617.541404
208.88,1950,1375474109.541374,15321,1375474109.541374
198.78,7122,1375473107.541613,43222,1375473107.541613
204.9,20549,1375473488.541696,565586,1375473488.541696
173.193,1318,1375475606.542623,21750,1375475606.542623
98.193,235,1375474922.541327,180,1375474895.543131
98.172,212,1375474889.541661,239,1375474889.541661
143.117,88373,1375473188.542206,633995,1375473203.54239
70.165,84,1375473047.542116,0,-1
50.131,15,1375473044.541332,24,1375473047.542116
205.208,93,1375473044.541332,105,1375473044.541332
50.142,83,1375475771.54566,105,1375473254.541366
209.167,920,1375475051.541768,814,1375475087.542499
65.52,13877,1375473878.542112,4652,1375474460.541387
199.30,1016,1375475429.541465,2448,1375475609.541678
66.155,817,1375475474.541801,7274,1375473047.542116
4.2,116,1375473167.541447,84,1375473047.542116
207.150,25,1375473047.542116,25,1375473047.542116
62.138,1098,1375473353.541411,8546,1375473053.541415
71.198,3575,1375474598.542943,137476,1375474607.541416
50.147,196,1375473047.542116,158,1375473047.542116
66.240,11629,1375474673.542112,565786,1375474829.541477
149.20,241,1375473047.542116,2336,1375473047.542116
76.74,5843,1375475471.541548,127348,1375475471.541548
72.233,5724,1375475660.575516,206770,1375475660.575516
69.195,631,1375473050.541377,3602,1375473368.541409
212.5,393,1375475195.544799,1940,1375473050.541377
66.54,584,1375473053.541415,538,1375473053.541415
200.220,298,1375473056.541422,2259,1375473056.541422
211.246,156,1375473362.542049,203,1375473902.541506
54.236,1958,1375475351.541889,9727,1375475351.541889
69.28,11992,1375474163.541395,49003,1375475207.541501
199.9,33824,1375473116.541415,2012086,1375473116.541415
173.213,396,1375473881.541433,8369,1375473881.541433
69.164,8272,1375473644.542111,149642,1375474016.5414
203.226,1893,1375474163.541395,44054,1375474163.541395
204.246,257,1375475012.542723,2470,1375473059.541798
69.65,25,1375473059.541798,50,1375475738.541516
216.133,343,1375473059.541798,237,1375473059.541798
71.107,281,1375473059.541798,235,1375473059.541798
38.111,29591,1375475591.541662,636379,1375475591.541662
74.59,308,1375473059.541798,270,1375473059.541798
162.210,40,1375473059.541798,0,-1
86.45,122,1375473062.54269,198,1375473062.54269
54.217,3462,1375475888.542247,55031,1375475888.542247
67.202,1318,1375473872.541651,1568,1375473872.541651
24.234,647,1375475189.541453,8707,1375475192.541714
176.34,7737,1375475873.543291,27335,1375474784.541659
111.13,3266,1375473116.541415,11089,1375474274.541805
95.215,1181,1375473065.542048,7290,1375473065.542048
178.255,824,1375475849.541388,2594,1375475852.54195
192.95,11439,1375473068.541791,16198,1375473071.542185
199.127,1617,1375473068.541791,15522,1375473068.541791
115.182,212,1375473086.541855,272,1375473770.54301
14.198,15,1375473068.541791,18,1375473068.541791
141.101,7777,1375475855.542255,57290,1375473416.543216
38.106,2570,1375473932.541754,4471,1375474070.541829
17.254,18035,1375475519.541378,6801,1375475519.541378
209.208,1961,1375474466.541429,3926,1375475087.542499
218.92,2504,1375474304.541929,127193,1375474307.541837
220.181,378,1375473083.541336,646,1375473086.541855
123.125,1946,1375474232.543254,755,1375474232.543254
75.101,1216,1375474772.541584,4021,1375474769.5418
222.73,2952,1375474508.541336,28881,1375474508.541336
193.88,17,1375473086.541855,0,-1
207.196,25,1375473086.541855,0,-1
203.248,1439,1375473089.542068,3959,1375473089.542068
221.160,8118,1375473101.541448,15011,1375473101.541448
178.79,2354,1375473941.542257,7858,1375473941.542257
166.104,5220,1375473254.541366,298034,1375473254.541366
211.233,5734,1375475024.541481,125661,1375475024.541481
91.109,472,1375473110.54177,212,1375473110.54177
46.105,21,1375473098.54138,40,1375473098.54138
182.162,1625,1375473134.542333,67018,1375473134.542333
131.234,1426,1375473101.541448,11254,1375473101.541448
194.25,1328,1375473101.541448,17661,1375473233.541954
129.70,1491,1375473149.541415,8668,1375473131.541651
192.81,925,1375473650.541387,3314,1375474967.54158
119.235,1876,1375473866.541858,8380,1375473866.541858
54.228,6915,1375474412.541396,300746,1375474412.541396
217.70,523,1375473179.541424,2020,1375473179.541424
200.186,751,1375474988.541986,3545,1375474988.541986
91.203,0,-1,15,1375473101.541448
80.93,657,1375473500.541505,1070,1375473500.541505
23.55,903,1375473485.541701,2728,1375473104.545078
157.166,14552,1375474847.54143,19432,1375474895.543131
38.108,21,1375473104.545078,15,1375473104.545078
207.228,865,1375473104.545078,3590,1375473116.541415
144.122,58,1375473116.541415,59,1375473110.54177
31.131,2267,1375473107.541613,26551,1375473107.541613
211.136,250,1375473119.541362,3614,1375473119.541362
137.116,654512,1375473464.542388,13174,1375473464.542388
213.146,1042,1375474964.543473,250,1375474712.542844
72.52,1714,1375473107.541613,13825,1375474520.541361
174.129,3238,1375475438.54134,6897,1375475438.54134
211.36,1038,1375473173.541493,5701,1375473173.541493
24.90,76,1375473110.54177,90,1375473110.54177
96.224,76,1375473110.54177,90,1375473110.54177
174.24,15,1375473110.54177,18,1375473110.54177
71.239,15,1375473110.54177,18,1375473110.54177
96.21,17677,1375473116.541415,2094,1375473116.541415
24.200,43,1375473356.542588,105,1375473356.542588
77.29,59,1375473725.541437,0,-1
201.140,1176,1375473974.541629,0,-1
208.50,0,-1,15,1375473110.54177
168.62,1754,1375475231.541711,15962,1375475231.541711
173.21,375,1375473113.541623,287,1375473113.541623
159.18,1016,1375473377.546131,18309,1375473251.543646
24.168,221,1375473113.541623,160,1375473113.541623
98.25,198,1375473113.541623,148,1375473113.541623
173.77,941,1375474994.541634,941,1375474994.541634
200.121,93,1375473116.541415,0,-1
74.208,1395,1375473116.541415,8879,1375473116.541415
187.60,484,1375473116.541415,268,1375473116.541415
124.253,91,1375473935.54152,44,1375473965.541366
98.137,3475,1375475438.54134,197296,1375474262.541789
4.71,1258,1375475087.542499,4424,1375473572.542314
69.172,4002,1375474019.542221,24153,1375473227.541758
1.25,171,1375473119.541362,1622,1375473119.541362
125.65,403,1375473119.541362,2968,1375473119.541362
8.12,8805,1375475537.547518,81646,1375475537.547518
54.251,312,1375473548.54141,883,1375473548.54141
111.91,1086,1375473866.541858,2754,1375473866.541858
64.14,478,1375473125.541353,1605,1375473122.542053
192.193,359,1375473125.541353,1799,1375473122.542053
63.140,943,1375473125.541353,1928,1375473125.541353
208.89,3063,1375474088.54196,35876,1375474526.542513
67.205,15343,1375473128.541321,396210,1375473128.541321
117.27,1274,1375473599.542635,16119,1375473668.541419
205.158,191,1375473131.541651,163,1375473131.541651
119.167,394,1375473611.54224,615,1375473611.54224
209.235,1666,1375474136.541337,10742,1375473140.541629
207.47,80,1375473371.543544,0,-1
165.254,16189,1375475318.541341,69099,1375475318.541341
64.85,6104,1375473818.54134,41927,1375473809.541876
198.55,25,1375473149.541415,25,1375473149.541415
63.128,697,1375474007.542628,23800,1375474007.542628
113.193,40,1375473155.54242,45,1375473617.541404
15.201,767,1375473155.54242,322,1375473155.54242
78.129,917,1375475636.546215,3060,1375475720.541555
198.142,4097,1375473164.54296,12199,1375473167.541447
202.125,385,1375473164.54296,3986,1375473164.54296
61.88,194,1375473167.541447,4868,1375473167.541447
23.59,5117,1375475474.541801,11025,1375475474.541801
216.9,710,1375475450.541649,1710,1375475450.541649
66.162,9237,1375473170.541334,200888,1375473170.541334
61.172,800,1375474385.542141,14812,1375474385.542141
64.62,1169,1375473290.54206,6298,1375474655.541324
184.172,6707,1375475864.541355,57461,1375475861.541987
208.79,1413,1375474367.542277,23158,1375474367.542277
4.23,7005,1375473830.541525,164222,1375473830.541525
110.45,1830,1375473278.544464,46158,1375473779.543832
61.111,2085,1375475192.541714,38174,1375475195.544799
117.52,569,1375473191.541464,8572,1375473188.542206
211.244,1808,1375474979.541417,9954,1375473593.541616
207.223,206,1375473191.541464,1097,1375473191.541464
64.18,805,1375473191.541464,14374,1375473191.541464
174.34,325,1375473812.541525,132,1375473191.541464
68.59,21,1375473191.541464,20,1375473191.541464
71.189,235,1375474475.541445,168,1375474475.541445
76.176,235,1375474475.541445,173,1375474475.541445
71.231,231,1375474433.541464,171,1375474433.541464
76.117,243,1375474433.541464,167,1375474433.541464
149.13,759,1375475114.54138,354,1375475396.541453
202.131,1768,1375475594.541911,8066,1375473509.541365
119.205,481,1375473203.54239,139,1375473203.54239
211.189,312,1375473200.541477,2795,1375473200.541477
122.11,125,1375473203.54239,367,1375473200.541477
64.74,1069,1375473206.541464,3600,1375474631.541361
182.118,169,1375473200.541477,184,1375473200.541477
68.99,221,1375473203.54239,189,1375473203.54239
72.207,219,1375475060.541722,157,1375473203.54239
173.212,233,1375475060.541722,163,1375475060.541722
140.206,235,1375473203.54239,230,1375473203.54239
54.214,11590,1375475879.541329,12536,1375475879.541329
192.221,2167,1375473206.541464,36046,1375473206.541464
58.251,982,1375473206.541464,2498,1375473206.541464
198.57,886,1375473206.541464,17731,1375473206.541464
212.161,520,1375475849.541388,210,1375475849.541388
184.84,2038,1375473206.541464,2247,1375473206.541464
72.30,4725,1375475456.541772,36572,1375475690.541332
213.163,1530,1375473287.541875,3986,1375473287.541875
63.150,16943,1375473212.541544,847201,1375473212.541544
97.118,769,1375473749.543021,3272,1375473749.543021
68.196,200,1375473740.541499,173,1375473740.541499
31.67,224,1375473737.541401,0,-1
135.19,176,1375473218.541765,113,1375473218.541765
213.102,131,1375473218.541765,222,1375473221.541566
135.0,1496,1375473221.541566,1537,1375473221.541566
80.243,179,1375473221.541566,135,1375473221.541566
96.225,171,1375473221.541566,148,1375475045.541448
68.180,226,1375473647.541644,1442,1375473737.541401
74.62,464,1375473227.541758,248,1375473227.541758
66.113,0,-1,92,1375473230.541521
208.65,444,1375475687.541401,2021,1375475687.541401
207.164,473,1375473242.542622,760,1375473542.541408
84.202,43,1375473242.542622,105,1375474928.541458
84.55,43,1375473242.542622,105,1375475129.541916
78.251,43,1375473242.542622,0,-1
95.190,43,1375473242.542622,53,1375473242.542622
213.186,43,1375473242.542622,101,1375473242.542622
93.170,43,1375473242.542622,101,1375473242.542622
176.255,43,1375473242.542622,98,1375473242.542622
67.166,43,1375473242.542622,98,1375473242.542622
83.31,43,1375473242.542622,105,1375473242.542622
74.78,43,1375473242.542622,37,1375474556.541349
93.147,43,1375473242.542622,105,1375473245.541912
93.103,43,1375473242.542622,98,1375473242.542622
158.46,43,1375473242.542622,105,1375473242.542622
175.156,83,1375475561.542158,105,1375473611.54224
58.161,43,1375473242.542622,98,1375473242.542622
119.155,43,1375473242.542622,0,-1
124.6,43,1375473242.542622,0,-1
58.95,43,1375473242.542622,98,1375473242.542622
91.185,43,1375473242.542622,101,1375473242.542622
77.70,43,1375473242.542622,105,1375475684.542197
188.36,43,1375473242.542622,0,-1
90.229,43,1375473245.541912,105,1375473248.542452
86.28,43,1375473245.541912,101,1375473245.541912
58.167,43,1375473245.541912,0,-1
178.222,87,1375473284.541403,0,-1
178.46,131,1375473299.541586,101,1375473272.542956
175.139,43,1375473245.541912,105,1375473245.541912
79.12,43,1375473245.541912,0,-1
186.52,43,1375473245.541912,105,1375473245.541912
208.163,43,1375473245.541912,105,1375473245.541912
78.154,43,1375473245.541912,105,1375474931.542485
178.213,43,1375473245.541912,0,-1
128.39,43,1375473248.542452,0,-1
92.114,43,1375473248.542452,101,1375473248.542452
91.105,43,1375473248.542452,18,1375473248.542452
95.106,43,1375473248.542452,105,1375473248.542452
46.72,43,1375473248.542452,105,1375474919.541363
71.186,43,1375473248.542452,105,1375473248.542452
59.84,43,1375473248.542452,98,1375473281.542058
37.143,43,1375473248.542452,101,1375473248.542452
31.216,43,1375473248.542452,101,1375473248.542452
213.114,87,1375475606.542623,101,1375473263.542273
96.50,43,1375473248.542452,98,1375475672.54148
117.65,43,1375473248.542452,0,-1
117.200,43,1375473248.542452,0,-1
217.153,43,1375473248.542452,0,-1
24.119,43,1375473248.542452,0,-1
46.16,43,1375473248.542452,0,-1
61.4,168,1375473380.54143,209,1375473380.54143
174.112,43,1375473248.542452,0,-1
69.62,5693,1375473335.54176,5045,1375473338.542571
110.251,43,1375473251.543646,108,1375473251.543646
151.40,43,1375473251.543646,101,1375473251.543646
89.128,43,1375473251.543646,0,-1
95.104,43,1375473251.543646,101,1375473314.541698
84.72,43,1375473251.543646,0,-1
83.60,43,1375473251.543646,0,-1
58.108,538,1375473251.543646,1855,1375473251.543646
190.199,43,1375473251.543646,101,1375473251.543646
213.87,44,1375474898.542127,115,1375474898.542127
87.194,43,1375473251.543646,101,1375473251.543646
83.226,43,1375473251.543646,105,1375473251.543646
62.228,43,1375473251.543646,105,1375473251.543646
83.27,43,1375473251.543646,105,1375473251.543646
24.19,43,1375473251.543646,98,1375473251.543646
2.92,43,1375473251.543646,84,1375473251.543646
188.237,43,1375473251.543646,105,1375473251.543646
88.173,62,1375475810.542224,105,1375473320.541472
46.130,43,1375473251.543646,0,-1
188.80,43,1375473251.543646,0,-1
204.79,7900,1375473254.541366,48453,1375473254.541366
99.237,43,1375473251.543646,0,-1
194.44,43,1375473251.543646,53,1375473251.543646
178.17,43,1375473251.543646,101,1375473251.543646
65.5,43,1375473251.543646,101,1375473251.543646
178.216,569,1375474052.542413,982,1375474052.542413
88.189,43,1375473251.543646,105,1375473344.541336
174.36,9739,1375473491.541379,140432,1375473491.541379
90.224,43,1375473254.541366,0,-1
193.25,43,1375473254.541366,0,-1
59.161,43,1375473254.541366,0,-1
49.81,43,1375473254.541366,37,1375473254.541366
41.72,43,1375473254.541366,0,-1
79.106,43,1375473254.541366,105,1375473254.541366
82.24,43,1375473254.541366,0,-1
154.20,43,1375473254.541366,0,-1
91.219,43,1375473254.541366,101,1375473254.541366
86.130,43,1375473254.541366,0,-1
31.132,43,1375473254.541366,105,1375473254.541366
91.215,730,1375475393.541417,2022,1375475393.541417
83.246,87,1375475648.546374,203,1375475648.546374
74.6,1325,1375473596.541952,8457,1375475717.541345
210.6,43,1375473254.541366,105,1375473269.542037
94.153,187,1375475087.542499,143,1375475087.542499
180.112,43,1375473257.542987,0,-1
175.182,43,1375473257.542987,98,1375473257.542987
78.15,43,1375473257.542987,0,-1
93.172,43,1375473257.542987,101,1375473257.542987
94.51,43,1375473257.542987,101,1375473356.542588
88.209,44,1375475087.542499,222,1375475090.54203
27.224,43,1375473257.542987,18,1375473257.542987
97.104,43,1375473257.542987,101,1375473320.541472
176.254,43,1375473257.542987,0,-1
182.187,43,1375473257.542987,105,1375473257.542987
221.127,43,1375473257.542987,0,-1
85.51,43,1375473257.542987,101,1375473257.542987
117.224,43,1375473257.542987,53,1375473260.542032
122.90,43,1375473257.542987,0,-1
86.173,43,1375473257.542987,0,-1
96.42,43,1375473257.542987,0,-1
61.141,43,1375473257.542987,0,-1
61.84,43,1375473260.542032,0,-1
201.243,43,1375473260.542032,101,1375473260.542032
125.27,43,1375473260.542032,101,1375473260.542032
151.229,43,1375473260.542032,18,1375474157.542316
78.90,43,1375473260.542032,105,1375473335.54176
217.72,43,1375473260.542032,101,1375473260.542032
174.114,43,1375473260.542032,0,-1
27.41,43,1375473260.542032,108,1375473260.542032
95.133,43,1375473260.542032,101,1375473260.542032
115.248,43,1375473260.542032,0,-1
49.144,43,1375473260.542032,0,-1
46.164,43,1375473260.542032,0,-1
186.178,43,1375473260.542032,105,1375473260.542032
117.204,43,1375473260.542032,101,1375473260.542032
95.58,43,1375473260.542032,105,1375473260.542032
187.64,43,1375473260.542032,0,-1
123.0,43,1375473260.542032,0,-1
95.67,43,1375473260.542032,101,1375473260.542032
221.179,1087,1375474397.54175,1432,1375474397.54175
37.232,43,1375473260.542032,0,-1
68.40,43,1375473263.542273,0,-1
46.200,43,1375473263.542273,53,1375473263.542273
176.197,43,1375473263.542273,0,-1
37.78,43,1375473263.542273,0,-1
80.239,367,1375473485.541701,2665,1375473485.541701
92.80,43,1375473263.542273,105,1375475123.541658
178.48,43,1375473263.542273,101,1375473263.542273
151.226,87,1375475606.542623,203,1375475606.542623
78.149,83,1375475750.541697,101,1375475612.541805
206.45,43,1375473263.542273,0,-1
174.61,43,1375473263.542273,101,1375473263.542273
94.205,43,1375473263.542273,0,-1
89.132,43,1375473263.542273,0,-1
113.133,43,1375473263.542273,0,-1
82.0,43,1375473263.542273,0,-1
190.224,43,1375473263.542273,101,1375473263.542273
78.184,43,1375473266.542666,101,1375473266.542666
122.61,87,1375473266.542666,203,1375473266.542666
178.253,87,1375473266.542666,105,1375474916.541896
95.25,43,1375473266.542666,105,1375474895.543131
113.118,43,1375473266.542666,108,1375473266.542666
46.188,43,1375473266.542666,53,1375475591.541662
46.39,43,1375473266.542666,0,-1
59.138,43,1375473266.542666,0,-1
95.56,43,1375473266.542666,0,-1
151.64,43,1375473266.542666,0,-1
62.168,43,1375473266.542666,0,-1
37.57,43,1375473266.542666,101,1375473266.542666
46.118,43,1375473266.542666,0,-1
24.112,43,1375473266.542666,0,-1
84.2,87,1375475618.541544,203,1375475618.541544
81.156,43,1375473266.542666,101,1375473266.542666
82.198,43,1375473266.542666,0,-1
31.180,87,1375473302.542058,203,1375473302.542058
87.4,87,1375473284.541403,0,-1
209.240,709,1375474253.545082,4624,1375474253.545082
1.242,43,1375473269.542037,0,-1
120.56,43,1375473269.542037,101,1375473269.542037
176.205,43,1375473269.542037,101,1375473269.542037
78.69,43,1375473269.542037,101,1375473269.542037
188.77,43,1375473269.542037,98,1375475594.541911
70.189,43,1375473269.542037,101,1375473269.542037
85.138,87,1375475606.542623,101,1375473269.542037
78.189,43,1375473269.542037,0,-1
92.246,131,1375473296.541971,203,1375473284.541403
128.70,294,1375473500.541505,204,1375473500.541505
72.22,87,1375473284.541403,203,1375475630.541381
80.94,87,1375473296.541971,203,1375473296.541971
24.238,87,1375473302.542058,203,1375475639.541542
174.54,43,1375473272.542956,0,-1
94.254,43,1375473272.542956,53,1375473272.542956
141.146,650,1375473587.542084,10009,1375473587.542084
86.98,43,1375473276.237323,101,1375473276.237323
24.6,87,1375473296.541971,0,-1
85.233,1807,1375473278.544464,29811,1375473278.544464
68.34,838,1375473278.544464,727,1375473278.544464
139.78,671,1375473449.543016,618,1375473449.543016
163.177,501,1375473614.541632,225,1375473614.541632
88.181,43,1375473278.544464,0,-1
182.213,43,1375473278.544464,53,1375473278.544464
178.254,43,1375473278.544464,101,1375475015.544675
90.62,43,1375473278.544464,101,1375475621.542731
212.174,87,1375475618.541544,0,-1
180.70,2024,1375473800.542473,39247,1375473800.542473
114.108,2088,1375475162.541501,3062,1375475153.541586
176.62,131,1375475630.541381,53,1375473296.541971
2.94,87,1375473290.54206,203,1375473290.54206
80.222,131,1375473302.542058,0,-1
86.97,87,1375473299.541586,210,1375473299.541586
46.182,218,1375473296.541971,0,-1
195.46,479,1375475015.544675,271,1375475015.544675
211.43,864,1375473287.541875,189,1375474283.541392
211.115,232,1375473290.54206,571,1375474160.541339
5.166,87,1375473290.54206,203,1375473290.54206
98.222,87,1375473296.541971,0,-1
79.132,87,1375473299.541586,203,1375473299.541586
41.44,87,1375475648.546374,203,1375475648.546374
173.234,321,1375473335.54176,132,1375473299.541586
74.210,43,1375473305.541531,0,-1
79.180,83,1375475624.541529,101,1375473305.541531
177.156,43,1375473305.541531,53,1375473305.541531
95.143,186,1375473305.541531,145,1375473305.541531
88.191,5429,1375475225.541328,70500,1375475225.541328
201.214,43,1375473308.541545,101,1375473308.541545
189.4,43,1375473308.541545,0,-1
83.252,43,1375473308.541545,0,-1
123.20,43,1375473308.541545,0,-1
72.193,2015,1375473314.541698,810,1375473314.541698
24.47,529,1375473311.541736,560,1375473314.541698
85.92,87,1375475642.541511,101,1375475627.544034
83.70,43,1375473311.541736,0,-1
66.147,809,1375475336.541807,1516,1375475336.541807
95.172,709,1375474925.541605,6817,1375474925.541605
201.4,43,1375473311.541736,101,1375473311.541736
50.138,43,1375473311.541736,105,1375473329.541371
222.137,43,1375473311.541736,108,1375473311.541736
114.241,43,1375473311.541736,108,1375473311.541736
80.249,43,1375473311.541736,101,1375473311.541736
124.209,43,1375473311.541736,18,1375473311.541736
178.65,43,1375473311.541736,0,-1
188.186,43,1375473311.541736,101,1375473311.541736
138.210,151,1375474613.541502,2859,1375474613.541502
159.182,8106,1375473314.541698,70094,1375473314.541698
95.180,43,1375473314.541698,101,1375473314.541698
68.121,43,1375473314.541698,101,1375473314.541698
176.241,43,1375473314.541698,101,1375473314.541698
188.81,43,1375473314.541698,0,-1
74.129,43,1375473314.541698,101,1375473314.541698
62.57,43,1375473314.541698,101,1375473314.541698
182.185,43,1375473314.541698,53,1375475651.552159
87.69,43,1375473314.541698,105,1375473314.541698
41.142,43,1375473314.541698,101,1375473314.541698
75.70,274,1375474514.541548,173,1375474514.541548
77.254,43,1375473317.541327,101,1375473317.541327
81.198,43,1375473317.541327,105,1375475102.542214
195.160,43,1375473317.541327,0,-1
210.101,43,1375473317.541327,0,-1
69.39,1923,1375473317.541327,51948,1375473320.541472
64.22,422,1375473320.541472,774,1375473320.541472
69.108,43,1375473320.541472,0,-1
49.134,43,1375473320.541472,0,-1
95.134,43,1375473320.541472,101,1375473320.541472
212.36,43,1375473320.541472,105,1375473320.541472
201.19,1536,1375475414.541331,51939,1375475411.541981
114.135,43,1375473320.541472,108,1375473320.541472
206.54,43,1375473320.541472,0,-1
90.30,43,1375473320.541472,0,-1
98.235,167,1375473386.542219,178,1375473386.542219
87.64,43,1375473320.541472,0,-1
216.74,1171,1375473323.54151,11818,1375473734.54321
88.244,483,1375475330.541395,14219,1375475336.541807
80.233,43,1375473320.541472,105,1375473320.541472
147.30,43,1375473320.541472,105,1375475156.541607
24.93,179,1375473701.542484,128,1375473701.542484
82.3,43,1375473320.541472,0,-1
110.169,43,1375473320.541472,0,-1
66.252,3134,1375473323.54151,55581,1375473323.54151
114.103,43,1375473323.54151,0,-1
188.115,43,1375473323.54151,101,1375473323.54151
84.238,43,1375473323.54151,101,1375473323.54151
220.245,43,1375473323.54151,105,1375473323.54151
87.111,43,1375473323.54151,53,1375475663.543405
95.167,43,1375473323.54151,105,1375473323.54151
71.87,43,1375473323.54151,0,-1
193.222,2168,1375475330.541395,5365,1375475330.541395
46.149,43,1375473323.54151,0,-1
183.151,43,1375473323.54151,0,-1
81.0,2386,1375473329.541371,15313,1375473332.541426
217.31,771,1375473329.541371,682,1375473329.541371
195.168,17,1375473323.54151,17,1375473326.542111
91.213,1386,1375473326.542111,52057,1375473326.542111
195.250,198,1375473329.541371,209,1375473329.541371
78.153,0,-1,18,1375473323.54151
2.93,44,1375475084.542014,234,1375475084.542014
14.41,43,1375473326.542111,0,-1
88.161,43,1375473326.542111,0,-1
70.188,43,1375473326.542111,101,1375473326.542111
78.60,43,1375473326.542111,101,1375473326.542111
140.174,605,1375473326.542111,206,1375473326.542111
88.190,1427,1375475231.541711,30650,1375475231.541711
216.227,5302,1375473326.542111,43051,1375473326.542111
78.132,43,1375473326.542111,101,1375473326.542111
171.6,43,1375473326.542111,0,-1
186.6,43,1375473326.542111,105,1375473329.541371
183.82,43,1375473326.542111,0,-1
189.250,43,1375473326.542111,101,1375473326.542111
201.10,43,1375473326.542111,101,1375475696.542106
112.144,43,1375473326.542111,0,-1
62.201,43,1375473326.542111,0,-1
190.44,43,1375473326.542111,0,-1
213.37,43,1375473329.541371,0,-1
68.204,43,1375473329.541371,105,1375473329.541371
188.54,43,1375473329.541371,0,-1
175.118,43,1375473329.541371,0,-1
121.170,43,1375473329.541371,101,1375473329.541371
218.81,43,1375473329.541371,0,-1
17.72,76,1375473332.541426,76,1375473332.541426
173.236,2695,1375473332.541426,65075,1375473332.541426
85.66,43,1375473329.541371,0,-1
41.47,32,1375473332.541426,36,1375473338.542571
63.142,46311,1375475543.542196,407400,1375475438.54134
200.139,15,1375473329.541371,0,-1
212.8,1023,1375474475.541445,2161,1375473332.541426
85.58,43,1375473332.541426,101,1375473332.541426
125.146,43,1375473332.541426,0,-1
77.122,43,1375473332.541426,101,1375475699.543554
84.240,43,1375473332.541426,0,-1
151.74,43,1375473332.541426,101,1375473332.541426
67.215,9726,1375474769.5418,566597,1375474772.541584
195.149,43,1375473332.541426,105,1375473353.541411
120.37,43,1375473332.541426,0,-1
181.135,43,1375473332.541426,0,-1
175.108,43,1375473332.541426,0,-1
115.66,83,1375475579.541446,0,-1
119.179,43,1375473332.541426,98,1375473332.541426
70.74,43,1375473332.541426,98,1375473332.541426
79.53,83,1375475627.544034,101,1375473332.541426
174.119,43,1375473332.541426,98,1375473332.541426
195.138,131,1375473332.541426,159,1375473332.541426
176.77,43,1375473332.541426,105,1375473332.541426
95.242,43,1375473332.541426,0,-1
89.250,595,1375474091.541366,5597,1375474094.541465
85.26,43,1375473335.54176,0,-1
94.109,43,1375473335.54176,105,1375473335.54176
187.66,43,1375473335.54176,0,-1
79.186,43,1375473335.54176,0,-1
213.106,43,1375473335.54176,101,1375473335.54176
