ip,up,upt,dn,dnt
83.253,43,1375472885.541946,105,1375475585.541431
99.190,43,1375472885.541946,0,-1
94.77,43,1375472885.541946,105,1375472885.541946
60.248,83,1375475870.541993,98,1375472885.541946
200.60,290,1375475591.541662,591,1375475117.541404
23.67,11658,1375474337.541731,195141,1375473647.541644
177.107,43,1375472885.541946,53,1375472885.541946
207.20,22925,1375473200.541477,5954,1375474415.541395
38.113,2422,1375474181.542211,1562,1375474181.542211
204.16,3018,1375474481.541388,41665,1375472981.542939
65.55,41932,1375473767.541405,584745,1375474538.54136
79.118,297,1375473116.541415,202,1375473578.541764
89.154,43,1375475594.541911,0,-1
173.255,22788,1375473407.541591,77658,1375473068.541791
180.151,39,1375474097.541393,0,-1
98.139,16701,1375474931.542485,34915,1375473995.541355
216.145,351,1375473542.541408,1287,1375473542.541408
198.58,4795,1375475420.542617,85938,1375475420.542617
200.10,46,1375473173.541493,15,1375472885.541946
199.59,105733,1375474493.542008,142338,1375473968.541373
182.65,4378,1375474235.54147,17099,1375474187.541435
213.199,6522,1375475006.545095,5618,1375475003.54192
198.178,72,1375474169.541343,1644,1375472903.542124
74.201,2541,1375473731.541393,1623,1375473731.541393
125.39,412,1375473104.545078,159,1375473104.545078
23.61,44279,1375473326.542111,1093442,1375473377.546131
199.115,0,-1,381,1375472909.541456
173.252,2531,1375475621.542731,3089,1375474643.541337
66.77,1083,1375473086.541855,2907,1375473086.541855
46.21,14574,1375473311.541736,107451,1375473311.541736
193.182,2701,1375472942.541469,5767,1375472939.542321
128.121,919,1375474490.541323,3438,1375474490.541323
139.6,0,-1,38,1375472915.542849
54.241,1904,1375475768.542286,9738,1375475072.541921
93.184,23819,1375473221.541566,951101,1375473221.541566
198.203,36770,1375475843.541529,229760,1375474745.542707
125.63,43,1375475705.541766,105,1375475705.541766
206.125,6753,1375475372.541411,317701,1375475411.541981
76.164,23762,1375473101.541448,160832,1375473752.541697
54.230,18072,1375474142.541972,563498,1375474559.541887
54.226,4982,1375474103.542516,5018,1375474103.542516
184.169,1999,1375473554.543356,16963,1375474136.541337
118.97,11045,1375475186.541381,113210,1375475186.541381
74.122,4720,1375474871.541623,7225,1375475654.542777
31.13,15705,1375473650.541387,280953,1375475150.542077
178.187,43,1375472888.542325,101,1375473341.541384
42.88,43,1375472888.542325,108,1375472888.542325
92.46,43,1375472888.542325,0,-1
171.94,87,1375472888.542325,217,1375472888.542325
37.140,87,1375472888.542325,105,1375472888.542325
81.182,87,1375472888.542325,0,-1
209.6,87,1375472888.542325,210,1375472888.542325
203.109,43,1375472888.542325,0,-1
93.46,43,1375472888.542325,0,-1
70.61,11870,1375475303.541388,145783,1375472978.541487
199.7,2591,1375473206.541464,11844,1375473206.541464
83.254,43,1375472888.542325,105,1375472924.543014
121.106,43,1375472888.542325,98,1375472942.541469
68.80,87,1375472891.541604,105,1375472891.541604
207.255,300,1375473575.541857,228,1375473575.541857
23.38,2726,1375473044.541332,34541,1375473044.541332
188.56,43,1375472888.542325,53,1375472888.542325
93.89,43,1375472888.542325,0,-1
217.71,43,1375472888.542325,0,-1
86.58,1620,1375474085.542769,3655,1375474085.542769
178.236,36,1375475885.541585,32,1375475111.541633
184.31,16998,1375474826.541335,519869,1375474826.541335
82.149,695,1375473830.541525,5244,1375473179.541424
37.208,43,1375472888.542325,101,1375475624.541529
207.191,5039,1375475714.542927,793,1375475714.542927
41.102,98,1375474097.541393,154,1375475657.542186
216.108,50109,1375474601.541763,871305,1375475180.541438
184.51,52001,1375475060.541722,1553391,1375473842.541444
211.165,86,1375474265.541471,0,-1
206.190,9101,1375473233.541954,240742,1375473233.541954
173.79,3709,1375474772.541584,16044,1375475480.541729
70.181,584,1375474088.54196,3861,1375474136.541337
85.25,2156,1375475381.541449,95608,1375475528.54153
66.235,3939,1375473224.542234,2615,1375473488.541696
17.151,9268,1375474922.541327,11636,1375474922.541327
54.248,709,1375472936.541409,1926,1375475243.541387
23.5,572,1375475528.54153,55589,1375473305.541531
212.139,572,1375473623.54141,4878,1375474172.541459
17.149,4470,1375473101.541448,9533,1375473104.545078
157.56,120745,1375474619.541764,150195,1375475567.54147
173.192,3238,1375475474.541801,13551,1375475474.541801
207.200,3522,1375475318.541341,10317,1375475864.541355
197.207,83,1375475795.54133,0,-1
86.100,43,1375472891.541604,101,1375472927.541997
5.137,87,1375472891.541604,105,1375472897.541667
24.99,43,1375472891.541604,0,-1
176.106,43,1375472891.541604,0,-1
122.131,43,1375472891.541604,0,-1
124.105,87,1375472891.541604,0,-1
88.186,43,1375472891.541604,0,-1
179.113,43,1375472891.541604,0,-1
180.123,43,1375472891.541604,108,1375472891.541604
2.244,43,1375472891.541604,18,1375472891.541604
216.115,15765,1375474757.541418,172312,1375475507.541434
71.179,33384,1375473872.541651,233189,1375475282.541346
144.63,3590,1375472894.542355,33201,1375472897.541667
81.30,43,1375472891.541604,105,1375475099.541609
123.10,43,1375472891.541604,0,-1
17.154,22463,1375473344.541336,18619,1375473413.5419
64.4,13879,1375474475.541445,29119,1375474448.543129
204.244,2993,1375475207.541501,6656,1375475456.541772
79.85,43,1375472891.541604,0,-1
79.131,92541,1375474127.541398,47301,1375475789.54133
98.138,8419,1375475234.541456,66677,1375475828.542111
94.100,30,1375472891.541604,15,1375472891.541604
199.16,1270,1375475387.541812,6724,1375473497.545189
208.118,12481,1375473677.541719,161317,1375474811.541417
94.143,43,1375472891.541604,53,1375472891.541604
92.97,43,1375472891.541604,105,1375473332.541426
178.22,43,1375472891.541604,0,-1
178.68,43,1375472891.541604,0,-1
62.198,87,1375472891.541604,101,1375472891.541604
180.254,43,1375472891.541604,101,1375472891.541604
88.206,87,1375472891.541604,53,1375472894.542355
64.250,72,1375474874.542789,90,1375474874.542789
207.251,69,1375472891.541604,69,1375472891.541604
88.230,43,1375472891.541604,101,1375472891.541604
174.113,56,1375472909.541456,32,1375472909.541456
92.98,43,1375472891.541604,101,1375473272.542956
188.6,43,1375472891.541604,101,1375473365.541815
157.55,5337,1375475504.541669,86190,1375474016.5414
111.221,3560,1375475525.54175,6391,1375475531.547524
129.6,2317,1375475576.541644,100862,1375475576.541644
81.97,0,-1,98,1375472891.541604
205.203,397,1375473485.541701,16314,1375472924.543014
193.104,1778,1375472906.542268,15703,1375472906.542268
54.243,19453,1375474169.541343,698615,1375473746.542376
78.141,898,1375475504.541669,698,1375475504.541669
200.83,40,1375475045.541448,0,-1
75.126,3129,1375473035.542392,11038,1375473035.542392
72.46,197059,1375472990.541985,197118,1375473737.541401
90.46,87,1375472900.542308,210,1375472900.542308
119.149,43,1375472894.542355,0,-1
202.100,43,1375472894.542355,0,-1
70.70,43,1375472894.542355,101,1375472894.542355
198.23,1971,1375473785.541913,2459,1375473221.541566
31.25,43,1375472894.542355,53,1375472894.542355
201.200,87,1375472894.542355,0,-1
192.71,954,1375475870.541993,4503,1375475870.541993
204.93,4709,1375473209.541426,101833,1375473215.541586
46.230,43,1375472894.542355,0,-1
194.103,1257,1375472915.542849,1854,1375472915.542849
50.16,246988,1375474007.542628,55440,1375473971.541367
23.23,1415067,1375474190.542356,96128,1375475786.542883
98.136,16657,1375475507.541434,358955,1375475507.541434
98.202,0,-1,466,1375473074.542096
65.54,6201,1375473254.541366,103406,1375473257.542987
128.59,0,-1,475,1375472894.542355
98.77,822,1375473698.541418,685,1375473698.541418
122.169,43,1375472897.541667,18,1375473605.541391
216.52,8131,1375474565.541327,30542,1375475501.54156
205.128,24017,1375474424.541615,376789,1375474424.541615
178.74,641,1375473347.543098,672,1375473347.543098
77.172,87,1375472900.542308,203,1375472900.542308
8.27,17027,1375474778.541511,203459,1375474778.541511
96.47,87,1375474523.541334,73,1375474523.541334
79.225,451,1375472960.541591,484,1375472960.541591
224.0,991,1375475639.541542,0,-1
85.246,43,1375472897.541667,0,-1
17.135,43139,1375474436.542155,4317,1375473875.541369
67.195,3143,1375473143.541511,142816,1375475690.541332
184.105,426,1375473995.541355,357,1375475714.542927
134.170,49492,1375474211.541331,56912,1375473737.541401
66.196,57594,1375474736.542799,7794,1375473545.541353
204.140,0,-1,25,1375472897.541667
111.90,43,1375472900.542308,98,1375472900.542308
66.119,1637,1375473611.54224,4267,1375474700.541441
176.32,512258,1375473614.541632,707425,1375474184.542227
65.49,50,1375475738.541516,50,1375475738.541516
182.131,43,1375472900.542308,101,1375472900.542308
75.79,43,1375472900.542308,105,1375472900.542308
5.79,1861,1375474343.541399,72683,1375474343.541399
78.242,43,1375472900.542308,0,-1
83.155,43,1375472900.542308,0,-1
77.204,43,1375472900.542308,0,-1
72.21,29150,1375472975.541377,188162,1375475237.541968
211.151,187,1375473332.541426,150,1375473203.54239
83.140,6061,1375472903.542124,7039,1375472903.542124
173.244,50,1375475591.541662,50,1375475387.541812
86.46,43,1375472900.542308,101,1375472900.542308
178.126,87,1375472900.542308,98,1375473431.541952
216.222,2692,1375473611.54224,46276,1375475513.541591
70.2,341,1375475555.541396,76,1375475864.541355
67.23,7449,1375475495.541427,80627,1375475492.541603
209.141,0,-1,25,1375472900.542308
91.189,14944,1375474877.543454,817826,1375475123.541658
50.19,7349,1375474091.541366,140126,1375474658.541535
195.242,329,1375475873.543291,229,1375473359.543935
98.124,3729,1375474022.541596,125937,1375475741.541518
80.110,218,1375473290.54206,0,-1
173.14,21171,1375475135.542039,539257,1375474304.541929
64.94,3273,1375475432.541439,7023,1375475198.542214
85.235,584,1375474205.542016,1968,1375472906.542268
209.234,5756,1375475234.541456,7569,1375475234.541456
167.8,4093,1375473617.541404,14484,1375473626.541711
216.39,3554,1375473017.541613,41500,1375475690.541332
64.188,1107,1375475264.54288,3408,1375473599.542635
201.37,43,1375472903.542124,105,1375472903.542124
124.129,43,1375472903.542124,108,1375472906.542268
94.75,216,1375473656.541454,217,1375473656.541454
37.214,43,1375472903.542124,101,1375475600.542548
192.5,18801,1375475279.542015,171098,1375475279.542015
209.20,263,1375472906.542268,1930,1375472903.542124
208.54,486,1375473800.542473,1965,1375473800.542473
199.168,522,1375475321.541407,4149,1375472903.542124
46.137,3488,1375475276.541495,47235,1375475279.542015
116.232,43,1375472906.542268,0,-1
212.16,1656,1375472909.541456,8246,1375472909.541456
186.78,43,1375472906.542268,0,-1
119.184,43,1375472906.542268,98,1375472906.542268
23.7,21432,1375475552.543502,198177,1375475552.543502
17.171,25270,1375473518.541694,3421,1375475711.541359
119.247,43,1375472906.542268,0,-1
66.150,11124,1375475552.543502,19538,1375475714.542927
68.142,14507,1375475525.54175,264123,1375475525.54175
186.53,43,1375472906.542268,105,1375472906.542268
178.83,43,1375472906.542268,105,1375474898.542127
38.229,12634,1375473941.542257,148881,1375473941.542257
125.163,59,1375473668.541419,0,-1
112.198,43,1375472909.541456,0,-1
178.149,43,1375472909.541456,0,-1
37.19,43,1375472909.541456,0,-1
76.94,43,1375472909.541456,101,1375475600.542548
176.110,43,1375472909.541456,0,-1
69.156,43,1375472909.541456,101,1375472909.541456
64.147,72,1375472909.541456,90,1375472909.541456
50.18,31071,1375473038.541785,17995,1375473008.541411
123.190,43,1375472909.541456,0,-1
174.35,20582,1375475336.541807,519189,1375475336.541807
8.8,3050,1375475438.54134,17285,1375475438.54134
38.127,621,1375472909.541456,1593,1375473722.541394
46.253,1458,1375472909.541456,5561,1375472909.541456
12.129,3882,1375474586.54146,6123,1375474916.541896
118.173,43,1375472909.541456,0,-1
130.126,25,1375472909.541456,25,1375472909.541456
202.108,2535,1375474496.541715,105574,1375474496.541715
4.28,79,1375474292.542072,62,1375473614.541632
54.235,14310,1375475444.541367,20177,1375474937.542721
188.175,43,1375472909.541456,105,1375472909.541456
95.23,849,1375475399.541416,498,1375475321.541407
86.170,43,1375472909.541456,101,1375472909.541456
176.252,43,1375472909.541456,101,1375472909.541456
67.2,43,1375472909.541456,105,1375472909.541456
177.98,87,1375475606.542623,203,1375475606.542623
85.108,43,1375472909.541456,101,1375472909.541456
91.76,43,1375472909.541456,53,1375472909.541456
177.207,43,1375472909.541456,53,1375472912.543223
95.28,43,1375472909.541456,101,1375472909.541456
182.237,59,1375474097.541393,0,-1
80.219,375,1375474208.541479,7333,1375474208.541479
190.93,3491,1375474121.541356,45461,1375475882.542838
93.148,43,1375472909.541456,101,1375472909.541456
201.68,87,1375475642.541511,203,1375475642.541511
174.143,2602,1375473455.542832,23668,1375474709.541873
69.140,43,1375472912.543223,0,-1
64.2,10546,1375475756.541903,10653,1375475801.541363
2.221,43,1375472912.543223,101,1375472912.543223
70.67,43,1375472912.543223,105,1375472912.543223
78.225,43,1375472912.543223,101,1375472912.543223
92.28,43,1375472912.543223,105,1375472912.543223
91.182,43,1375472912.543223,105,1375472912.543223
115.40,43,1375472912.543223,98,1375472912.543223
187.114,43,1375472912.543223,101,1375472912.543223
62.221,43,1375472912.543223,0,-1
77.227,43,1375472912.543223,0,-1
85.107,43,1375472912.543223,101,1375472912.543223
202.179,1621,1375473599.542635,9317,1375473452.543408
124.13,59,1375472912.543223,98,1375475156.541607
77.85,43,1375472912.543223,105,1375472912.543223
82.242,43,1375472912.543223,0,-1
50.116,10486,1375475570.541422,245018,1375475570.541422
37.215,43,1375472912.543223,0,-1
200.6,14449,1375472924.543014,124848,1375472918.542354
37.204,43,1375472912.543223,101,1375472912.543223
65.164,43,1375472912.543223,101,1375472912.543223
87.156,43,1375472912.543223,0,-1
95.52,43,1375472912.543223,0,-1
169.229,50,1375475591.541662,50,1375475591.541662
209.104,955,1375472915.542849,2846,1375472912.543223
217.10,4982,1375474088.54196,219176,1375474088.54196
93.136,43,1375472912.543223,0,-1
99.251,43,1375472915.542849,101,1375472915.542849
123.121,43,1375472915.542849,0,-1
82.240,43,1375472915.542849,0,-1
132.245,11298,1375475102.542214,108832,1375474151.54194
81.255,190,1375472915.542849,179,1375472915.542849
207.32,25,1375472915.542849,25,1375472915.542849
17.167,40301,1375474199.54165,31415,1375473440.541433
216.34,9712,1375475315.541962,335437,1375475588.541472
5.165,43,1375472915.542849,105,1375472915.542849
95.57,43,1375472915.542849,101,1375475600.542548
69.147,2324,1375473830.541525,7626,1375473593.541616
145.236,43,1375472915.542849,53,1375472915.542849
192.30,1569,1375472918.542354,8994,1375474070.541829
74.217,3896,1375475276.541495,4984,1375474991.541821
89.179,43,1375472915.542849,105,1375475147.541615
37.75,43,1375472915.542849,101,1375472918.542354
187.56,43,1375472915.542849,101,1375472915.542849
178.91,43,1375472915.542849,101,1375472915.542849
173.60,43,1375472915.542849,0,-1
83.228,43,1375472915.542849,101,1375472915.542849
134.121,25,1375472915.542849,25,1375472915.542849
211.216,43,1375472915.542849,0,-1
79.129,43,1375472915.542849,0,-1
85.155,477,1375475813.541477,211,1375475813.541477
46.255,542,1375474523.541334,2012,1375474523.541334
91.190,194076,1375475228.541657,4062,1375475228.541657
129.33,2748,1375473923.542274,17106,1375473923.542274
189.35,43,1375472918.542354,0,-1
37.76,43,1375472918.542354,101,1375472918.542354
216.57,43,1375472918.542354,105,1375472918.542354
84.229,1992,1375475342.54349,96098,1375475339.541403
121.169,43,1375472918.542354,98,1375472918.542354
113.142,43,1375472918.542354,101,1375472918.542354
92.85,43,1375472918.542354,105,1375472918.542354
78.122,43,1375472918.542354,105,1375472918.542354
37.229,43,1375472918.542354,101,1375472918.542354
178.148,43,1375472918.542354,0,-1
92.47,43,1375472918.542354,0,-1
2.111,43,1375472918.542354,0,-1
69.25,2654,1375473026.541429,20867,1375474553.541629
17.134,5236,1375474250.541646,56359,1375475018.541764
24.135,43,1375472921.543137,0,-1
178.67,43,1375472921.543137,105,1375472921.543137
122.135,43,1375472921.543137,105,1375472921.543137
66.66,43,1375472921.543137,105,1375472933.541692
212.73,43,1375472921.543137,101,1375472921.543137
178.45,43,1375472921.543137,0,-1
74.112,153844,1375472927.541997,12077,1375472933.541692
147.178,287,1375473107.541613,331,1375473848.541387
8.26,23072,1375473734.54321,628817,1375473734.54321
168.63,40878,1375472978.541487,69776,1375473653.541483
75.33,64,1375472924.543014,0,-1
94.229,43,1375472921.543137,98,1375472921.543137
92.255,43,1375472921.543137,101,1375472921.543137
66.87,43,1375472921.543137,0,-1
2.95,43,1375472921.543137,0,-1
46.151,43,1375472921.543137,53,1375472921.543137
91.180,43,1375472921.543137,105,1375472921.543137
124.185,43,1375472921.543137,105,1375472921.543137
114.134,976,1375475798.542549,816,1375475294.541384
93.124,43,1375472921.543137,105,1375472921.543137
80.234,43,1375472921.543137,101,1375472921.543137
178.92,43,1375472921.543137,0,-1
83.175,43,1375472921.543137,98,1375472921.543137
70.79,43,1375472921.543137,101,1375472921.543137
89.16,30,1375472921.543137,31367,1375474481.541388
110.172,43,1375472921.543137,53,1375472924.543014
79.136,87,1375473245.541912,203,1375473245.541912
192.211,2419,1375474508.541336,29548,1375474508.541336
193.120,528,1375474550.541377,1043,1375474550.541377
216.113,1741,1375473185.541623,2778,1375473185.541623
128.72,308,1375473761.541429,215,1375473761.541429
176.10,43,1375472924.543014,105,1375472924.543014
176.195,43,1375472924.543014,101,1375473338.542571
88.84,43,1375472924.543014,101,1375472924.543014
194.84,43,1375472924.543014,0,-1
130.204,129,1375473437.5415,101,1375472924.543014
190.179,43,1375472924.543014,0,-1
82.231,43,1375472924.543014,0,-1
176.15,43,1375472924.543014,101,1375472924.543014
84.39,43,1375472924.543014,0,-1
46.185,44,1375475087.542499,342,1375475087.542499
86.18,43,1375472924.543014,98,1375472924.543014
221.208,43,1375472924.543014,108,1375472924.543014
91.121,2373,1375474172.541459,28530,1375474913.5418
83.139,43,1375472924.543014,101,1375472924.543014
94.14,43,1375472924.543014,101,1375472924.543014
114.45,43,1375472924.543014,98,1375473242.542622
88.165,43,1375472924.543014,98,1375472924.543014
70.83,43,1375472924.543014,105,1375472924.543014
95.87,87,1375472924.543014,105,1375475156.541607
27.33,43,1375472924.543014,105,1375472924.543014
89.156,43,1375472924.543014,101,1375472924.543014
78.116,43,1375472924.543014,105,1375472924.543014
50.71,43,1375472924.543014,18,1375472924.543014
131.253,16998,1375475711.541359,50665,1375475714.542927
118.167,43,1375472924.543014,53,1375472924.543014
59.182,158,1375475768.542286,48,1375475789.54133
203.205,9240,1375474835.541418,629,1375474835.541418
207.46,10155,1375474046.541396,14921,1375473236.541725
14.47,43,1375472927.541997,53,1375472927.541997
46.63,43,1375472927.541997,0,-1
178.71,43,1375472927.541997,0,-1
91.77,43,1375472927.541997,0,-1
111.93,83,1375475579.541446,18,1375475138.542521
70.37,3074,1375475720.541555,1729,1375475711.541359
184.73,333787,1375473767.541405,156574,1375475366.541423
93.80,43,1375472927.541997,0,-1
2.150,43,1375472927.541997,0,-1
184.37,43,1375472927.541997,0,-1
95.68,87,1375473302.542058,101,1375473311.541736
95.27,43,1375472927.541997,105,1375472927.541997
78.48,43,1375472927.541997,0,-1
41.133,445,1375475777.541364,288,1375475777.541364
46.71,43,1375472927.541997,0,-1
96.41,234,1375473740.541499,98,1375472927.541997
86.2,43,1375472927.541997,105,1375472927.541997
177.16,43,1375472927.541997,105,1375472927.541997
2.132,43,1375472927.541997,101,1375472927.541997
118.36,43,1375472927.541997,101,1375472927.541997
37.152,43,1375472927.541997,105,1375472942.541469
37.59,43,1375472927.541997,101,1375473359.543935
69.136,43,1375472927.541997,105,1375472927.541997
70.73,43,1375472927.541997,105,1375475078.541656
204.2,1375,1375474205.542016,3158,1375473143.541511
1.186,43,1375472927.541997,101,1375472927.541997
126.107,43,1375472927.541997,0,-1
190.23,43,1375472927.541997,98,1375472930.541547
68.71,4943,1375475003.54192,43302,1375473590.541601
98.158,1229,1375473014.541678,15291,1375473581.54137
174.37,1976,1375473674.541514,49805,1375473674.541514
93.144,43,1375472930.541547,0,-1
91.127,43,1375472930.541547,0,-1
86.57,43,1375472930.541547,101,1375472930.541547
37.115,43,1375472930.541547,101,1375472930.541547
79.114,43,1375472930.541547,101,1375472930.541547
194.79,1964,1375473329.541371,27812,1375473329.541371
46.2,43,1375472930.541547,105,1375472930.541547
75.106,43,1375472930.541547,0,-1
2.88,43,1375472930.541547,0,-1
90.0,43,1375472930.541547,105,1375472930.541547
90.221,43,1375472930.541547,0,-1
123.126,139,1375472930.541547,146,1375473782.541342
92.252,43,1375472930.541547,0,-1
31.63,43,1375472930.541547,101,1375472930.541547
39.47,43,1375472930.541547,101,1375472930.541547
24.202,43,1375472930.541547,105,1375475663.543405
24.0,43,1375472930.541547,0,-1
58.23,43,1375472930.541547,0,-1
213.91,43,1375472930.541547,0,-1
178.136,43,1375472930.541547,0,-1
54.245,1347,1375474994.541634,1368,1375474994.541634
5.167,87,1375472930.541547,203,1375472930.541547
207.207,43,1375472930.541547,101,1375472930.541547
194.209,0,-1,95,1375472930.541547
80.98,43,1375472933.541692,0,-1
89.31,148,1375475654.542777,80,1375475654.542777
178.252,30,1375472933.541692,15,1375472933.541692
64.210,1318,1375474373.54134,29560,1375475105.541633
66.133,163,1375472933.541692,69,1375472933.541692
46.146,43,1375472933.541692,104,1375474613.541502
72.5,6731,1375472936.541409,200120,1375472936.541409
85.254,246,1375473563.541533,165,1375473563.541533
91.146,43,1375472933.541692,101,1375472933.541692
79.183,43,1375472933.541692,101,1375472933.541692
95.103,43,1375472933.541692,101,1375472933.541692
168.61,825358,1375473986.541372,14199,1375473986.541372
204.154,2437,1375473518.541694,4979,1375473938.541422
199.47,3632,1375473716.541633,135171,1375473716.541633
184.25,42195,1375473023.541727,436978,1375473026.541429
50.97,10046,1375473017.541613,8296,1375473017.541613
94.136,425,1375472936.541409,1162,1375472936.541409
91.209,502,1375475054.541467,768,1375472975.541377
77.234,612,1375475009.542428,2095,1375475009.542428
87.68,59,1375473143.541511,29,1375473062.54269
72.44,651,1375474490.541323,1313,1375474490.541323
184.22,0,-1,622869,1375472981.542939
239.255,343,1375472939.542321,0,-1
76.17,25,1375472939.542321,25,1375472939.542321
190.160,83,1375475642.541511,105,1375473365.541815
216.239,1754,1375473992.541351,3771,1375473992.541351
63.208,2511,1375474064.541944,460,1375474064.541944
208.53,72,1375474169.541343,40,1375474148.542472
63.215,3938,1375473512.541323,7555,1375475213.541457
98.129,5260,1375474301.541338,37107,1375473881.541433
119.82,1247,1375473866.541858,1342,1375473227.541758
199.167,176,1375473824.542939,142,1375475858.541889
199.27,16565,1375473023.541727,553785,1375473860.541444
206.165,6379,1375475573.542747,28930,1375475357.541739
70.10,217,1375473803.541337,0,-1
64.27,1078,1375473983.541435,3251,1375474967.54158
50.63,6640,1375475222.542023,188486,1375475222.542023
65.39,772,1375472954.541385,15201,1375472954.541385
143.127,503,1375473803.541337,1681,1375473803.541337
216.136,965,1375473008.541411,3083,1375473008.541411
173.73,0,-1,35,1375472954.541385
63.245,143828,1375472972.54141,54455,1375475063.542404
208.69,415,1375472957.541335,1630,1375472957.541335
98.217,0,-1,49,1375472957.541335
200.38,64,1375472963.541366,0,-1
216.38,3619,1375473884.542856,102616,1375473884.542856
46.51,839,1375472978.541487,4702,1375473926.541692
170.149,3628,1375473185.541623,17975,1375473185.541623
138.108,2161,1375475216.541875,3532,1375475066.541956
208.92,16697,1375474625.541555,438399,1375474625.541555
112.106,1220,1375474598.542943,3297,1375474496.541715
149.9,12718,1375474280.541604,256409,1375474280.541604
216.157,4558,1375474034.541868,63548,1375474034.541868
5.255,414,1375472975.541377,300,1375472975.541377
72.14,10750,1375472972.54141,81309,1375472972.54141
54.239,9522,1375475549.541329,64388,1375473500.541505
207.171,20612,1375474154.541895,752526,1375474175.541492
206.191,4646,1375473017.541613,4251,1375473017.541613
209.15,780,1375472972.54141,495,1375472972.54141
209.244,1523,1375472975.541377,4198,1375472975.541377
132.163,25,1375472972.54141,25,1375472972.54141
50.112,4064,1375473626.541711,22985,1375474484.542096
128.101,1579,1375472972.54141,42846,1375473005.541439
132.239,913,1375472972.54141,4838,1375473026.541429
184.86,17413,1375475426.54154,104088,1375474763.541643
69.160,627,1375473965.541366,259,1375473965.541366
67.228,2847,1375473503.541526,25979,1375473503.541526
17.164,11784,1375473956.541452,33699,1375473911.542255
137.254,0,-1,1344,1375472975.541377
184.106,4074,1375473341.541384,16901,1375473341.541384
68.67,68596,1375475552.543502,43147,1375475552.543502
142.54,25,1375472978.541487,25,1375472978.541487
66.231,462,1375475708.541439,206,1375475708.541439
208.75,1085,1375473188.542206,28689,1375473188.542206
205.251,583333,1375473467.541382,71799,1375473794.541818
63.116,4865,1375474463.541484,977,1375474466.541429
218.30,133,1375473086.541855,121,1375473086.541855
204.11,4643,1375475606.542623,18473,1375475714.542927
199.38,1477,1375473986.541372,2616,1375473926.541692
208.94,1397,1375473686.542361,34536,1375473686.542361
114.79,40,1375472987.541957,18,1375472993.543057
87.237,207,1375472987.541957,202,1375472987.541957
62.213,591,1375472987.541957,11991,1375472987.541957
80.179,144,1375475060.541722,3751,1375472993.543057
173.36,17,1375472987.541957,0,-1
208.67,6759,1375473569.54227,11476,1375473569.54227
68.232,347,1375472990.541985,94,1375472990.541985
64.100,194,1375473011.541917,0,-1
173.37,113,1375473005.541439,0,-1
17.146,944,1375475420.542617,44844,1375472993.543057
23.21,390152,1375473965.541366,187772,1375475102.542214
63.141,0,-1,35,1375472993.543057
192.220,209,1375472996.541439,473,1375472996.541439
208.120,193,1375472996.541439,132,1375472996.541439
18.95,193,1375472996.541439,144,1375472996.541439
85.10,0,-1,85,1375472996.541439
129.97,0,-1,46,1375472996.541439
211.5,2773,1375473455.542832,4089,1375473455.542832
96.126,1405,1375473041.541871,9335,1375473002.541727
